lineage,label
BF.7.14,Omicron
FM.1,Omicron
DS.2,Omicron
BF.7.14.5,Omicron
DY.2,Omicron
EF.2,Omicron
BN.1.2.7,Omicron
EH.1,Omicron
BF.7.3,Omicron
XBB.1.47.1,Omicron
BQ.1.1.53,Omicron
EY.1,Omicron
BQ.1.1.28,Omicron
EN.1,Omicron
CH.1.1.13,Omicron
EF.1.1.1,Omicron
EC.1.1,Omicron
XBB.1.5.8,Omicron
DV.6.2,Omicron
GG.1,Omicron
XBB.1.5.40,Omicron
XBB.1.5.38,Omicron
XBB.1.5.61,Omicron
XBB.1.41,Omicron
XBB.1.5.80,Omicron
FL.17.2,Omicron
FL.3.3,Omicron
XBB.1.31,Omicron
EG.4.3,Omicron
GK.1.3,Omicron
FL.32,Omicron
JD.2,Omicron
FP.2.1,Omicron
FL.1.6,Omicron
FL.15.3,Omicron
BQ.1.1.64,Omicron
XBB.1.37,Omicron
BQ.1.1.42,Omicron
DY.4,Omicron
EF.3,Omicron
EE.2,Omicron
BA.5.2.48,Omicron
BU.1,Omicron
BF.7.14.3,Omicron
EE.3,Omicron
BQ.1.1.63,Omicron
CM.8.1.2,Omicron
BN.1.3.9,Omicron
BQ.1.1.66,Omicron
CZ.2,Omicron
BF.7.23,Omicron
DY.3,Omicron
BA.5.2.49,Omicron
XBB.1.9.3,Omicron
BM.1.1.4,Omicron
BF.11.3,Omicron
ED.1,Omicron
XBB.1.23,Omicron
BN.1.2.1,Omicron
XBB.1.5.6,Omicron
BF.7.14.1,Omicron
BQ.1.20,Omicron
BF.5.2,Omicron
BA.5.2.55,Omicron
XBF.4,Omicron
BQ.1.10.1,Omicron
BF.7.19.1,Omicron
BN.2.1,Omicron
FL.32.1,Omicron
DV.7.1.1,Omicron
FD.3,Omicron
FK.1.2,Omicron
XBB.1.5.105,Omicron
GJ.1.2.7,Omicron
FT.3.1.1,Omicron
GY.8,Omicron
GW.5.1,Omicron
GJ.1.2.5,Omicron
GS.3,Omicron
GK.3.1,Omicron
HN.1,Omicron
HZ.1,Omicron
FL.33.1,Omicron
GJ.1.2.1,Omicron
FY.4.1,Omicron
FL.13.2,Omicron
FL.15.2,Omicron
GE.1.2,Omicron
GJ.5.1,Omicron
JJ.1,Omicron
HQ.1,Omicron
FL.21.1,Omicron
XBB.1.5.103,Omicron
GA.4.1,Omicron
XBB.1.5.94,Omicron
FL.36,Omicron
XBB.1.5.70,Omicron
FL.2.6,Omicron
BA.2.86.4,Omicron
XBB.1.41.2,Omicron
XBB.1.5.85,Omicron
GN.1,Omicron
XBB.2.3.13,Omicron
EG.5.1.9,Omicron
XBB.1.28,Omicron
BA.2.6,Omicron
BA.2.26,Omicron
BA.5.1.17,Omicron
BA.2.75.10,Omicron
BA.5.3.2,Omicron
BA.2.72,Omicron
FR.1.1,Omicron
EG.4.5,Omicron
GW.2,Omicron
GM.3,Omicron
XBB.1.15.1,Omicron
XBF.7,Omicron
XBB.6.1,Omicron
BE.13,Omicron
BN.1.4.3,Omicron
XBB.1.17.2,Omicron
BQ.1.4,Omicron
BQ.1.1.57,Omicron
AY.9.2,Delta
AY.98,Delta
AY.46.5,Delta
AY.119,Delta
AY.7.1,Delta
AY.4.3,Delta
AY.112.1,Delta
AY.110,Delta
AY.133,Delta
AY.65,Delta
AY.4.2.2,Delta
B.1.1.75,Alpha
DB.2,Omicron
BQ.1.8.1,Omicron
BF.2,Omicron
XBE,Omicron
BF.32,Omicron
CD.2,Omicron
BE.6,Omicron
CA.2,Omicron
BA.5.2.60,Omicron
CM.1,Omicron
BA.5.6.4,Omicron
XBG,Omicron
BA.5.2.58,Omicron
BE.1.4.1,Omicron
BA.5.6.2,Omicron
BQ.1.15,Omicron
XBH,Omicron
BA.5.1.20,Omicron
BA.5.2.30,Omicron
BA.4.6.1,Omicron
AY.76,Delta
AY.106,Delta
AY.5.1,Delta
AY.59,Delta
BA.2.29,Omicron
BA.2.15,Omicron
BA.2.50,Omicron
CH.1,Omicron
BF.22,Omicron
BF.40,Omicron
BE.1.4.4,Omicron
BF.5.4,Omicron
BA.5.1.19,Omicron
CM.6,Omicron
XBJ,Omicron
CA.6,Omicron
CK.1.4,Omicron
BU.3,Omicron
DJ.1.1.1,Omicron
XBB.1.30,Omicron
CM.4.1,Omicron
BQ.1.1.44,Omicron
XBB.1.18,Omicron
XBB.1.11,Omicron
BQ.1.1.2,Omicron
CJ.1.2,Omicron
BA.2.69,Omicron
BA.5.2.11,Omicron
BQ.1.6,Omicron
BR.1.1,Omicron
BR.4,Omicron
BV.1,Omicron
BA.5.1.9,Omicron
EB.1,Omicron
BA.1.13.1,Omicron
BA.2.10.3,Omicron
AY.43.4,Delta
AY.111,Delta
AY.92,Delta
AY.124.1.1,Delta
AY.98.1,Delta
